specialization,grade,topic,question_id,answer_quality_band,count
backend,junior,auth_jwt,be_junior_auth_jwt_001,empty,1
backend,junior,auth_jwt,be_junior_auth_jwt_001,good,1
backend,junior,auth_jwt,be_junior_auth_jwt_001,medium,1
backend,junior,auth_jwt,be_junior_auth_jwt_001,strong,1
backend,junior,auth_jwt,be_junior_auth_jwt_001,weak,1
backend,junior,auth_jwt,be_junior_auth_jwt_002,empty,1
backend,junior,auth_jwt,be_junior_auth_jwt_002,good,1
backend,junior,auth_jwt,be_junior_auth_jwt_002,medium,1
backend,junior,auth_jwt,be_junior_auth_jwt_002,strong,1
backend,junior,auth_jwt,be_junior_auth_jwt_002,weak,1
backend,junior,auth_jwt,be_junior_auth_jwt_003,empty,1
backend,junior,auth_jwt,be_junior_auth_jwt_003,good,1
backend,junior,auth_jwt,be_junior_auth_jwt_003,medium,1
backend,junior,auth_jwt,be_junior_auth_jwt_003,strong,1
backend,junior,auth_jwt,be_junior_auth_jwt_003,weak,1
backend,junior,auth_jwt,be_junior_auth_jwt_004,empty,1
backend,junior,auth_jwt,be_junior_auth_jwt_004,good,1
backend,junior,auth_jwt,be_junior_auth_jwt_004,medium,1
backend,junior,auth_jwt,be_junior_auth_jwt_004,strong,1
backend,junior,auth_jwt,be_junior_auth_jwt_004,weak,1
backend,junior,caching,be_junior_caching_001,empty,1
backend,junior,caching,be_junior_caching_001,good,1
backend,junior,caching,be_junior_caching_001,medium,1
backend,junior,caching,be_junior_caching_001,strong,1
backend,junior,caching,be_junior_caching_001,weak,1
backend,junior,caching,be_junior_caching_002,empty,1
backend,junior,caching,be_junior_caching_002,good,1
backend,junior,caching,be_junior_caching_002,medium,1
backend,junior,caching,be_junior_caching_002,strong,1
backend,junior,caching,be_junior_caching_002,weak,1
backend,junior,caching,be_junior_caching_003,empty,1
backend,junior,caching,be_junior_caching_003,good,1
backend,junior,caching,be_junior_caching_003,medium,1
backend,junior,caching,be_junior_caching_003,strong,1
backend,junior,caching,be_junior_caching_003,weak,1
backend,junior,caching,be_junior_caching_004,empty,1
backend,junior,caching,be_junior_caching_004,good,1
backend,junior,caching,be_junior_caching_004,medium,1
backend,junior,caching,be_junior_caching_004,strong,1
backend,junior,caching,be_junior_caching_004,weak,1
backend,junior,http_rest,be_junior_http_rest_001,empty,1
backend,junior,http_rest,be_junior_http_rest_001,good,1
backend,junior,http_rest,be_junior_http_rest_001,medium,1
backend,junior,http_rest,be_junior_http_rest_001,strong,1
backend,junior,http_rest,be_junior_http_rest_001,weak,1
backend,junior,http_rest,be_junior_http_rest_002,empty,1
backend,junior,http_rest,be_junior_http_rest_002,good,1
backend,junior,http_rest,be_junior_http_rest_002,medium,1
backend,junior,http_rest,be_junior_http_rest_002,strong,1
backend,junior,http_rest,be_junior_http_rest_002,weak,1
backend,junior,http_rest,be_junior_http_rest_003,empty,1
backend,junior,http_rest,be_junior_http_rest_003,good,1
backend,junior,http_rest,be_junior_http_rest_003,medium,1
backend,junior,http_rest,be_junior_http_rest_003,strong,1
backend,junior,http_rest,be_junior_http_rest_003,weak,1
backend,junior,http_rest,be_junior_http_rest_004,empty,1
backend,junior,http_rest,be_junior_http_rest_004,good,1
backend,junior,http_rest,be_junior_http_rest_004,medium,1
backend,junior,http_rest,be_junior_http_rest_004,strong,1
backend,junior,http_rest,be_junior_http_rest_004,weak,1
backend,junior,sql_indexes,be_junior_sql_indexes_001,empty,1
backend,junior,sql_indexes,be_junior_sql_indexes_001,good,1
backend,junior,sql_indexes,be_junior_sql_indexes_001,medium,1
backend,junior,sql_indexes,be_junior_sql_indexes_001,strong,1
backend,junior,sql_indexes,be_junior_sql_indexes_001,weak,1
backend,junior,sql_indexes,be_junior_sql_indexes_002,empty,1
backend,junior,sql_indexes,be_junior_sql_indexes_002,good,1
backend,junior,sql_indexes,be_junior_sql_indexes_002,medium,1
backend,junior,sql_indexes,be_junior_sql_indexes_002,strong,1
backend,junior,sql_indexes,be_junior_sql_indexes_002,weak,1
backend,junior,sql_indexes,be_junior_sql_indexes_003,empty,1
backend,junior,sql_indexes,be_junior_sql_indexes_003,good,1
backend,junior,sql_indexes,be_junior_sql_indexes_003,medium,1
backend,junior,sql_indexes,be_junior_sql_indexes_003,strong,1
backend,junior,sql_indexes,be_junior_sql_indexes_003,weak,1
backend,junior,sql_indexes,be_junior_sql_indexes_004,empty,1
backend,junior,sql_indexes,be_junior_sql_indexes_004,good,1
backend,junior,sql_indexes,be_junior_sql_indexes_004,medium,1
backend,junior,sql_indexes,be_junior_sql_indexes_004,strong,1
backend,junior,sql_indexes,be_junior_sql_indexes_004,weak,1
backend,junior,transactions,be_junior_transactions_001,empty,1
backend,junior,transactions,be_junior_transactions_001,good,1
backend,junior,transactions,be_junior_transactions_001,medium,1
backend,junior,transactions,be_junior_transactions_001,strong,1
backend,junior,transactions,be_junior_transactions_001,weak,1
backend,junior,transactions,be_junior_transactions_002,empty,1
backend,junior,transactions,be_junior_transactions_002,good,1
backend,junior,transactions,be_junior_transactions_002,medium,1
backend,junior,transactions,be_junior_transactions_002,strong,1
backend,junior,transactions,be_junior_transactions_002,weak,1
backend,junior,transactions,be_junior_transactions_003,empty,1
backend,junior,transactions,be_junior_transactions_003,good,1
backend,junior,transactions,be_junior_transactions_003,medium,1
backend,junior,transactions,be_junior_transactions_003,strong,1
backend,junior,transactions,be_junior_transactions_003,weak,1
backend,junior,transactions,be_junior_transactions_004,empty,1
backend,junior,transactions,be_junior_transactions_004,good,1
backend,junior,transactions,be_junior_transactions_004,medium,1
backend,junior,transactions,be_junior_transactions_004,strong,1
backend,junior,transactions,be_junior_transactions_004,weak,1
backend,middle,api_design,be_middle_api_design_001,empty,1
backend,middle,api_design,be_middle_api_design_001,good,1
backend,middle,api_design,be_middle_api_design_001,medium,1
backend,middle,api_design,be_middle_api_design_001,strong,1
backend,middle,api_design,be_middle_api_design_001,weak,1
backend,middle,api_design,be_middle_api_design_002,empty,1
backend,middle,api_design,be_middle_api_design_002,good,1
backend,middle,api_design,be_middle_api_design_002,medium,1
backend,middle,api_design,be_middle_api_design_002,strong,1
backend,middle,api_design,be_middle_api_design_002,weak,1
backend,middle,api_design,be_middle_api_design_003,empty,1
backend,middle,api_design,be_middle_api_design_003,good,1
backend,middle,api_design,be_middle_api_design_003,medium,1
backend,middle,api_design,be_middle_api_design_003,strong,1
backend,middle,api_design,be_middle_api_design_003,weak,1
backend,middle,api_design,be_middle_api_design_004,empty,1
backend,middle,api_design,be_middle_api_design_004,good,1
backend,middle,api_design,be_middle_api_design_004,medium,1
backend,middle,api_design,be_middle_api_design_004,strong,1
backend,middle,api_design,be_middle_api_design_004,weak,1
backend,middle,db_isolation,be_middle_db_isolation_001,empty,1
backend,middle,db_isolation,be_middle_db_isolation_001,good,1
backend,middle,db_isolation,be_middle_db_isolation_001,medium,1
backend,middle,db_isolation,be_middle_db_isolation_001,strong,1
backend,middle,db_isolation,be_middle_db_isolation_001,weak,1
backend,middle,db_isolation,be_middle_db_isolation_002,empty,1
backend,middle,db_isolation,be_middle_db_isolation_002,good,1
backend,middle,db_isolation,be_middle_db_isolation_002,medium,1
backend,middle,db_isolation,be_middle_db_isolation_002,strong,1
backend,middle,db_isolation,be_middle_db_isolation_002,weak,1
backend,middle,db_isolation,be_middle_db_isolation_003,empty,1
backend,middle,db_isolation,be_middle_db_isolation_003,good,1
backend,middle,db_isolation,be_middle_db_isolation_003,medium,1
backend,middle,db_isolation,be_middle_db_isolation_003,strong,1
backend,middle,db_isolation,be_middle_db_isolation_003,weak,1
backend,middle,db_isolation,be_middle_db_isolation_004,empty,1
backend,middle,db_isolation,be_middle_db_isolation_004,good,1
backend,middle,db_isolation,be_middle_db_isolation_004,medium,1
backend,middle,db_isolation,be_middle_db_isolation_004,strong,1
backend,middle,db_isolation,be_middle_db_isolation_004,weak,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_001,empty,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_001,good,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_001,medium,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_001,strong,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_001,weak,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_002,empty,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_002,good,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_002,medium,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_002,strong,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_002,weak,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_003,empty,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_003,good,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_003,medium,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_003,strong,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_003,weak,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_004,empty,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_004,good,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_004,medium,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_004,strong,1
backend,middle,messaging_outbox,be_middle_messaging_outbox_004,weak,1
backend,middle,microservices,be_middle_microservices_001,empty,1
backend,middle,microservices,be_middle_microservices_001,good,1
backend,middle,microservices,be_middle_microservices_001,medium,1
backend,middle,microservices,be_middle_microservices_001,strong,1
backend,middle,microservices,be_middle_microservices_001,weak,1
backend,middle,microservices,be_middle_microservices_002,empty,1
backend,middle,microservices,be_middle_microservices_002,good,1
backend,middle,microservices,be_middle_microservices_002,medium,1
backend,middle,microservices,be_middle_microservices_002,strong,1
backend,middle,microservices,be_middle_microservices_002,weak,1
backend,middle,microservices,be_middle_microservices_003,empty,1
backend,middle,microservices,be_middle_microservices_003,good,1
backend,middle,microservices,be_middle_microservices_003,medium,1
backend,middle,microservices,be_middle_microservices_003,strong,1
backend,middle,microservices,be_middle_microservices_003,weak,1
backend,middle,microservices,be_middle_microservices_004,empty,1
backend,middle,microservices,be_middle_microservices_004,good,1
backend,middle,microservices,be_middle_microservices_004,medium,1
backend,middle,microservices,be_middle_microservices_004,strong,1
backend,middle,microservices,be_middle_microservices_004,weak,1
backend,middle,observability,be_middle_observability_001,empty,1
backend,middle,observability,be_middle_observability_001,good,1
backend,middle,observability,be_middle_observability_001,medium,1
backend,middle,observability,be_middle_observability_001,strong,1
backend,middle,observability,be_middle_observability_001,weak,1
backend,middle,observability,be_middle_observability_002,empty,1
backend,middle,observability,be_middle_observability_002,good,1
backend,middle,observability,be_middle_observability_002,medium,1
backend,middle,observability,be_middle_observability_002,strong,1
backend,middle,observability,be_middle_observability_002,weak,1
backend,middle,observability,be_middle_observability_003,empty,1
backend,middle,observability,be_middle_observability_003,good,1
backend,middle,observability,be_middle_observability_003,medium,1
backend,middle,observability,be_middle_observability_003,strong,1
backend,middle,observability,be_middle_observability_003,weak,1
backend,middle,observability,be_middle_observability_004,empty,1
backend,middle,observability,be_middle_observability_004,good,1
backend,middle,observability,be_middle_observability_004,medium,1
backend,middle,observability,be_middle_observability_004,strong,1
backend,middle,observability,be_middle_observability_004,weak,1
devops,junior,cicd_basics,do_junior_cicd_basics_001,empty,1
devops,junior,cicd_basics,do_junior_cicd_basics_001,good,1
devops,junior,cicd_basics,do_junior_cicd_basics_001,medium,1
devops,junior,cicd_basics,do_junior_cicd_basics_001,strong,1
devops,junior,cicd_basics,do_junior_cicd_basics_001,weak,1
devops,junior,cicd_basics,do_junior_cicd_basics_002,empty,1
devops,junior,cicd_basics,do_junior_cicd_basics_002,good,1
devops,junior,cicd_basics,do_junior_cicd_basics_002,medium,1
devops,junior,cicd_basics,do_junior_cicd_basics_002,strong,1
devops,junior,cicd_basics,do_junior_cicd_basics_002,weak,1
devops,junior,cicd_basics,do_junior_cicd_basics_003,empty,1
devops,junior,cicd_basics,do_junior_cicd_basics_003,good,1
devops,junior,cicd_basics,do_junior_cicd_basics_003,medium,1
devops,junior,cicd_basics,do_junior_cicd_basics_003,strong,1
devops,junior,cicd_basics,do_junior_cicd_basics_003,weak,1
devops,junior,cicd_basics,do_junior_cicd_basics_004,empty,1
devops,junior,cicd_basics,do_junior_cicd_basics_004,good,1
devops,junior,cicd_basics,do_junior_cicd_basics_004,medium,1
devops,junior,cicd_basics,do_junior_cicd_basics_004,strong,1
devops,junior,cicd_basics,do_junior_cicd_basics_004,weak,1
devops,junior,docker_basics,do_junior_docker_basics_001,empty,1
devops,junior,docker_basics,do_junior_docker_basics_001,good,1
devops,junior,docker_basics,do_junior_docker_basics_001,medium,1
devops,junior,docker_basics,do_junior_docker_basics_001,strong,1
devops,junior,docker_basics,do_junior_docker_basics_001,weak,1
devops,junior,docker_basics,do_junior_docker_basics_002,empty,1
devops,junior,docker_basics,do_junior_docker_basics_002,good,1
devops,junior,docker_basics,do_junior_docker_basics_002,medium,1
devops,junior,docker_basics,do_junior_docker_basics_002,strong,1
devops,junior,docker_basics,do_junior_docker_basics_002,weak,1
devops,junior,docker_basics,do_junior_docker_basics_003,empty,1
devops,junior,docker_basics,do_junior_docker_basics_003,good,1
devops,junior,docker_basics,do_junior_docker_basics_003,medium,1
devops,junior,docker_basics,do_junior_docker_basics_003,strong,1
devops,junior,docker_basics,do_junior_docker_basics_003,weak,1
devops,junior,docker_basics,do_junior_docker_basics_004,empty,1
devops,junior,docker_basics,do_junior_docker_basics_004,good,1
devops,junior,docker_basics,do_junior_docker_basics_004,medium,1
devops,junior,docker_basics,do_junior_docker_basics_004,strong,1
devops,junior,docker_basics,do_junior_docker_basics_004,weak,1
devops,junior,git_iac,do_junior_git_iac_001,empty,1
devops,junior,git_iac,do_junior_git_iac_001,good,1
devops,junior,git_iac,do_junior_git_iac_001,medium,1
devops,junior,git_iac,do_junior_git_iac_001,strong,1
devops,junior,git_iac,do_junior_git_iac_001,weak,1
devops,junior,git_iac,do_junior_git_iac_002,empty,1
devops,junior,git_iac,do_junior_git_iac_002,good,1
devops,junior,git_iac,do_junior_git_iac_002,medium,1
devops,junior,git_iac,do_junior_git_iac_002,strong,1
devops,junior,git_iac,do_junior_git_iac_002,weak,1
devops,junior,git_iac,do_junior_git_iac_003,empty,1
devops,junior,git_iac,do_junior_git_iac_003,good,1
devops,junior,git_iac,do_junior_git_iac_003,medium,1
devops,junior,git_iac,do_junior_git_iac_003,strong,1
devops,junior,git_iac,do_junior_git_iac_003,weak,1
devops,junior,git_iac,do_junior_git_iac_004,empty,1
devops,junior,git_iac,do_junior_git_iac_004,good,1
devops,junior,git_iac,do_junior_git_iac_004,medium,1
devops,junior,git_iac,do_junior_git_iac_004,strong,1
devops,junior,git_iac,do_junior_git_iac_004,weak,1
devops,junior,linux_basics,do_junior_linux_basics_001,empty,1
devops,junior,linux_basics,do_junior_linux_basics_001,good,1
devops,junior,linux_basics,do_junior_linux_basics_001,medium,1
devops,junior,linux_basics,do_junior_linux_basics_001,strong,1
devops,junior,linux_basics,do_junior_linux_basics_001,weak,1
devops,junior,linux_basics,do_junior_linux_basics_002,empty,1
devops,junior,linux_basics,do_junior_linux_basics_002,good,1
devops,junior,linux_basics,do_junior_linux_basics_002,medium,1
devops,junior,linux_basics,do_junior_linux_basics_002,strong,1
devops,junior,linux_basics,do_junior_linux_basics_002,weak,1
devops,junior,linux_basics,do_junior_linux_basics_003,empty,1
devops,junior,linux_basics,do_junior_linux_basics_003,good,1
devops,junior,linux_basics,do_junior_linux_basics_003,medium,1
devops,junior,linux_basics,do_junior_linux_basics_003,strong,1
devops,junior,linux_basics,do_junior_linux_basics_003,weak,1
devops,junior,linux_basics,do_junior_linux_basics_004,empty,1
devops,junior,linux_basics,do_junior_linux_basics_004,good,1
devops,junior,linux_basics,do_junior_linux_basics_004,medium,1
devops,junior,linux_basics,do_junior_linux_basics_004,strong,1
devops,junior,linux_basics,do_junior_linux_basics_004,weak,1
devops,junior,network_logs,do_junior_network_logs_001,empty,1
devops,junior,network_logs,do_junior_network_logs_001,good,1
devops,junior,network_logs,do_junior_network_logs_001,medium,1
devops,junior,network_logs,do_junior_network_logs_001,strong,1
devops,junior,network_logs,do_junior_network_logs_001,weak,1
devops,junior,network_logs,do_junior_network_logs_002,empty,1
devops,junior,network_logs,do_junior_network_logs_002,good,1
devops,junior,network_logs,do_junior_network_logs_002,medium,1
devops,junior,network_logs,do_junior_network_logs_002,strong,1
devops,junior,network_logs,do_junior_network_logs_002,weak,1
devops,junior,network_logs,do_junior_network_logs_003,empty,1
devops,junior,network_logs,do_junior_network_logs_003,good,1
devops,junior,network_logs,do_junior_network_logs_003,medium,1
devops,junior,network_logs,do_junior_network_logs_003,strong,1
devops,junior,network_logs,do_junior_network_logs_003,weak,1
devops,junior,network_logs,do_junior_network_logs_004,empty,1
devops,junior,network_logs,do_junior_network_logs_004,good,1
devops,junior,network_logs,do_junior_network_logs_004,medium,1
devops,junior,network_logs,do_junior_network_logs_004,strong,1
devops,junior,network_logs,do_junior_network_logs_004,weak,1
devops,middle,cicd_design,do_middle_cicd_design_001,empty,1
devops,middle,cicd_design,do_middle_cicd_design_001,good,1
devops,middle,cicd_design,do_middle_cicd_design_001,medium,1
devops,middle,cicd_design,do_middle_cicd_design_001,strong,1
devops,middle,cicd_design,do_middle_cicd_design_001,weak,1
devops,middle,cicd_design,do_middle_cicd_design_002,empty,1
devops,middle,cicd_design,do_middle_cicd_design_002,good,1
devops,middle,cicd_design,do_middle_cicd_design_002,medium,1
devops,middle,cicd_design,do_middle_cicd_design_002,strong,1
devops,middle,cicd_design,do_middle_cicd_design_002,weak,1
devops,middle,cicd_design,do_middle_cicd_design_003,empty,1
devops,middle,cicd_design,do_middle_cicd_design_003,good,1
devops,middle,cicd_design,do_middle_cicd_design_003,medium,1
devops,middle,cicd_design,do_middle_cicd_design_003,strong,1
devops,middle,cicd_design,do_middle_cicd_design_003,weak,1
devops,middle,cicd_design,do_middle_cicd_design_004,empty,1
